,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
28,SPY260710C00659000,2026-06-29 17:31:33+00:00,659.0,83.01,84.33,87.84,0.0,0.0,1.0,1,0.6677279321289065,True,REGULAR,USD,2026-07-10
29,SPY260710C00660000,2026-07-01 18:31:43+00:00,660.0,87.98,83.33,86.84,0.0,0.0,1.0,15,0.661258270263672,True,REGULAR,USD,2026-07-10
30,SPY260710C00661000,2026-07-02 14:28:54+00:00,661.0,87.68,82.33,85.84,1.4700012,1.7051401,1.0,1,0.6547886083984377,True,REGULAR,USD,2026-07-10
31,SPY260710C00662000,2026-06-17 14:30:32+00:00,662.0,90.37,81.33,84.84,0.0,0.0,8.0,4,0.648441015625,True,REGULAR,USD,2026-07-10
32,SPY260710C00663000,2026-06-25 16:33:17+00:00,663.0,72.51,81.26,83.25,0.0,0.0,2.0,152,0.5937540625000001,True,REGULAR,USD,2026-07-10
33,SPY260710C00664000,2026-06-18 16:32:34+00:00,664.0,84.89,79.33,82.85,0.0,0.0,7.0,7,0.6362341064453125,True,REGULAR,USD,2026-07-10
34,SPY260710C00665000,2026-07-01 18:43:09+00:00,665.0,83.08,78.34,81.85,0.0,0.0,1.0,52,0.629886513671875,True,REGULAR,USD,2026-07-10
35,SPY260710C00667000,2026-06-11 14:33:32+00:00,667.0,64.63,76.34,79.85,0.0,0.0,,2,0.6169471899414063,True,REGULAR,USD,2026-07-10
36,SPY260710C00668000,2026-06-25 19:58:50+00:00,668.0,66.44,75.34,78.85,0.0,0.0,2.0,2,0.610599597167969,True,REGULAR,USD,2026-07-10
37,SPY260710C00669000,2026-06-12 13:40:45+00:00,669.0,70.11,74.34,77.85,0.0,0.0,,1,0.6041299353027345,True,REGULAR,USD,2026-07-10
38,SPY260710C00670000,2026-07-02 15:06:43+00:00,670.0,76.44,73.35,76.86,-1.4399948,-1.8489918,1001.0,29,0.5983926879882813,True,REGULAR,USD,2026-07-10
39,SPY260710C00671000,2026-07-01 14:47:40+00:00,671.0,76.07,72.35,75.86,0.0,0.0,1.0,53,0.591923026123047,True,REGULAR,USD,2026-07-10
40,SPY260710C00673000,2026-06-18 14:24:58+00:00,673.0,76.07,70.35,73.86,0.0,0.0,2.0,6,0.5789837023925781,True,REGULAR,USD,2026-07-10
41,SPY260710C00674000,2026-06-30 14:19:42+00:00,674.0,70.89,69.35,72.86,0.0,0.0,5.0,7,0.5725140405273439,True,REGULAR,USD,2026-07-10
42,SPY260710C00675000,2026-07-02 20:09:01+00:00,675.0,69.92,68.35,71.87,-3.0800018,-4.2191806,6.0,32,0.5667767932128907,True,REGULAR,USD,2026-07-10
43,SPY260710C00676000,2026-06-25 19:59:13+00:00,676.0,58.69,67.36,70.87,0.0,0.0,2.0,3,0.5603071313476562,True,REGULAR,USD,2026-07-10
44,SPY260710C00677000,2026-06-12 19:26:16+00:00,677.0,66.76,66.36,69.87,0.0,0.0,,71,0.553837469482422,True,REGULAR,USD,2026-07-10
45,SPY260710C00678000,2026-06-15 17:25:10+00:00,678.0,79.33,65.36,68.87,0.0,0.0,4.0,5,0.5473678076171876,True,REGULAR,USD,2026-07-10
46,SPY260710C00679000,2026-07-01 15:23:00+00:00,679.0,70.93,64.36,67.88,0.0,0.0,1.0,3,0.5415084912109377,True,REGULAR,USD,2026-07-10
47,SPY260710C00680000,2026-07-02 18:12:06+00:00,680.0,63.01,64.29,66.29,-5.7400017,-8.349093,1542.0,150,0.4929249926757813,True,REGULAR,USD,2026-07-10
48,SPY260710C00681000,2026-07-02 17:13:06+00:00,681.0,61.19,62.37,65.88,-5.920002,-8.821341,1.0,3,0.5285691674804689,True,REGULAR,USD,2026-07-10
49,SPY260710C00682000,2026-07-02 20:10:21+00:00,682.0,62.93,61.37,64.88,1.5900002,2.5921097,1.0,7,0.5219774365234374,True,REGULAR,USD,2026-07-10
50,SPY260710C00683000,2026-06-30 14:18:42+00:00,683.0,61.98,60.37,63.89,0.0,0.0,6.0,28,0.5161181201171875,True,REGULAR,USD,2026-07-10
51,SPY260710C00684000,2026-07-02 13:50:19+00:00,684.0,67.12,59.38,62.89,8.860004,15.207698,3.0,1,0.5096484582519532,True,REGULAR,USD,2026-07-10
52,SPY260710C00685000,2026-07-02 13:40:12+00:00,685.0,64.17,59.33,61.3,3.829998,6.347362,3.0,117,0.4627739270019532,True,REGULAR,USD,2026-07-10
53,SPY260710C00686000,2026-06-16 18:11:45+00:00,686.0,67.49,57.38,60.89,0.0,0.0,1.0,76,0.49646499633789065,True,REGULAR,USD,2026-07-10
54,SPY260710C00687000,2026-07-02 13:43:11+00:00,687.0,62.78,57.36,59.31,14.09,28.93818,2.0,129,0.4510552941894531,True,REGULAR,USD,2026-07-10
55,SPY260710C00688000,2026-06-11 17:29:15+00:00,688.0,47.77,55.39,58.9,0.0,0.0,,87,0.4840139489746094,True,REGULAR,USD,2026-07-10
56,SPY260710C00689000,2026-06-29 18:07:44+00:00,689.0,53.0,54.39,57.9,0.0,0.0,1.0,17,0.4774222180175781,True,REGULAR,USD,2026-07-10
57,SPY260710C00690000,2026-07-01 16:36:11+00:00,690.0,59.2,53.4,55.55,0.0,0.0,40.0,101,0.3698793481445312,True,REGULAR,USD,2026-07-10
58,SPY260710C00691000,2026-06-30 14:47:22+00:00,691.0,54.64,52.4,55.91,0.0,0.0,1.0,4,0.46484910156250003,True,REGULAR,USD,2026-07-10
59,SPY260710C00692000,2026-06-18 13:59:33+00:00,692.0,55.5,51.4,54.92,0.0,0.0,1.0,5,0.4588677160644532,True,REGULAR,USD,2026-07-10
60,SPY260710C00693000,2026-07-01 19:32:00+00:00,693.0,53.78,50.41,53.92,0.0,0.0,1.0,5,0.45227598510742195,True,REGULAR,USD,2026-07-10
61,SPY260710C00695000,2026-07-02 16:11:20+00:00,695.0,49.72,49.34,51.35,-3.5200005,-6.611571,1.0,537,0.40381455566406255,True,REGULAR,USD,2026-07-10
62,SPY260710C00696000,2026-07-02 19:46:53+00:00,696.0,47.85,48.35,50.35,4.6499977,10.763884,1.0,124,0.397466962890625,True,REGULAR,USD,2026-07-10
63,SPY260710C00697000,2026-06-25 19:26:31+00:00,697.0,39.34,46.43,49.94,0.0,0.0,,6,0.42676354492187507,True,REGULAR,USD,2026-07-10
64,SPY260710C00698000,2026-06-26 13:57:02+00:00,698.0,36.5,45.43,48.95,0.0,0.0,4.0,20,0.4206600903320313,True,REGULAR,USD,2026-07-10
65,SPY260710C00699000,2026-06-25 19:59:56+00:00,699.0,37.53,44.44,47.95,0.0,0.0,5.0,11,0.41394629028320307,True,REGULAR,USD,2026-07-10
66,SPY260710C00700000,2026-07-02 17:29:36+00:00,700.0,42.35,44.37,46.38,-5.140003,-10.823338,9.0,266,0.37402969726562496,True,REGULAR,USD,2026-07-10
67,SPY260710C00701000,2026-07-02 18:13:22+00:00,701.0,42.13,42.45,45.97,9.440002,28.877342,7.0,3,0.40161731201171874,True,REGULAR,USD,2026-07-10
68,SPY260710C00702000,2026-07-02 19:55:23+00:00,702.0,43.07,41.46,44.97,0.45999908,1.0795566,5.0,44,0.3947814428710938,True,REGULAR,USD,2026-07-10
69,SPY260710C00703000,2026-07-01 18:09:20+00:00,703.0,45.86,40.47,43.98,0.0,0.0,1.0,14,0.3885559191894531,True,REGULAR,USD,2026-07-10
70,SPY260710C00704000,2026-07-01 19:36:18+00:00,704.0,44.22,40.45,42.42,0.0,0.0,1.0,212,0.35071450073242183,True,REGULAR,USD,2026-07-10
71,SPY260710C00705000,2026-07-02 20:07:02+00:00,705.0,39.83,39.42,40.48,-1.6599998,-4.0009637,3.0,141,0.2788158056640625,True,REGULAR,USD,2026-07-10
72,SPY260710C00706000,2026-07-02 18:12:18+00:00,706.0,37.01,37.5,41.01,3.579998,10.708938,29.0,10,0.36963520996093746,True,REGULAR,USD,2026-07-10
73,SPY260710C00707000,2026-07-01 18:43:09+00:00,707.0,41.36,36.51,40.03,0.0,0.0,2.0,39,0.36377589355468753,True,REGULAR,USD,2026-07-10
74,SPY260710C00708000,2026-06-30 14:08:10+00:00,708.0,37.91,35.53,39.04,0.0,0.0,2.0,46,0.35736726623535153,True,REGULAR,USD,2026-07-10
75,SPY260710C00709000,2026-07-02 17:33:28+00:00,709.0,33.72,34.54,38.05,-5.419998,-13.847722,1.0,25,0.35095863891601553,True,REGULAR,USD,2026-07-10
76,SPY260710C00710000,2026-07-02 17:33:28+00:00,710.0,32.76,34.62,35.54,-6.5600014,-16.683624,20.0,556,0.2551344018554688,True,REGULAR,USD,2026-07-10
77,SPY260710C00711000,2026-06-30 14:19:42+00:00,711.0,34.61,32.57,36.09,0.0,0.0,5.0,85,0.33887379882812496,True,REGULAR,USD,2026-07-10
78,SPY260710C00712000,2026-07-02 19:59:33+00:00,712.0,33.94,32.8,33.57,9.329998,37.911407,47.0,198,0.2456130126953125,True,REGULAR,USD,2026-07-10
79,SPY260710C00713000,2026-06-30 16:42:31+00:00,713.0,34.97,30.62,34.13,0.0,0.0,1.0,64,0.3266668896484375,True,REGULAR,USD,2026-07-10
80,SPY260710C00714000,2026-07-01 19:14:41+00:00,714.0,34.68,30.85,31.62,0.0,0.0,1.0,437,0.23743438354492186,True,REGULAR,USD,2026-07-10
81,SPY260710C00715000,2026-07-02 19:56:45+00:00,715.0,30.4,29.75,30.65,-4.9100018,-13.905414,18.0,240,0.23352817260742187,True,REGULAR,USD,2026-07-10
82,SPY260710C00716000,2026-07-01 14:13:59+00:00,716.0,31.88,27.69,31.2,0.0,0.0,5.0,24,0.3083565258789062,True,REGULAR,USD,2026-07-10
83,SPY260710C00717000,2026-07-02 16:40:26+00:00,717.0,26.9,26.72,30.24,-4.1400013,-13.337633,2.0,90,0.3028023822021484,True,REGULAR,USD,2026-07-10
84,SPY260710C00718000,2026-07-02 14:10:05+00:00,718.0,33.22,26.84,27.74,0.8199997,2.530863,1.0,121,0.22095505615234373,True,REGULAR,USD,2026-07-10
85,SPY260710C00719000,2026-07-01 16:30:20+00:00,719.0,31.47,26.01,26.77,0.0,0.0,4.0,162,0.21656056884765623,True,REGULAR,USD,2026-07-10
86,SPY260710C00720000,2026-07-02 19:59:48+00:00,720.0,26.16,24.93,25.82,-2.08,-7.365439,62.0,1011,0.21326470336914063,True,REGULAR,USD,2026-07-10
87,SPY260710C00721000,2026-07-02 19:19:57+00:00,721.0,22.34,24.11,24.86,-4.8999996,-17.98825,2.0,643,0.20911435424804684,True,REGULAR,USD,2026-07-10
88,SPY260710C00722000,2026-07-02 19:59:55+00:00,722.0,24.27,22.98,25.44,5.6000004,29.994646,15.0,64,0.27387200744628903,True,REGULAR,USD,2026-07-10
89,SPY260710C00723000,2026-07-02 19:11:11+00:00,723.0,20.29,22.14,22.96,-4.9399986,-19.57986,63.0,174,0.20142400146484374,True,REGULAR,USD,2026-07-10
90,SPY260710C00724000,2026-07-02 16:47:24+00:00,724.0,20.57,20.04,23.1,-6.040001,-22.698236,32.0,358,0.2452468054199219,True,REGULAR,USD,2026-07-10
91,SPY260710C00725000,2026-07-02 19:57:54+00:00,725.0,21.15,20.28,21.08,-3.3000011,-13.496937,350.0,653,0.1939777868652344,True,REGULAR,USD,2026-07-10
92,SPY260710C00726000,2026-07-02 20:00:34+00:00,726.0,19.86,19.39,20.16,0.460001,2.3711393,25.0,361,0.19086502502441405,True,REGULAR,USD,2026-07-10
93,SPY260710C00727000,2026-07-02 19:26:05+00:00,727.0,16.74,18.48,19.23,-4.5,-21.186441,95.0,201,0.1870198486328125,True,REGULAR,USD,2026-07-10
94,SPY260710C00728000,2026-07-02 19:59:56+00:00,728.0,18.67,17.6,18.31,-4.17,-18.257444,154.0,270,0.18335777587890623,True,REGULAR,USD,2026-07-10
95,SPY260710C00729000,2026-07-02 19:33:28+00:00,729.0,15.85,16.71,17.41,-2.8999996,-15.466664,13.0,304,0.18030604858398439,True,REGULAR,USD,2026-07-10
96,SPY260710C00730000,2026-07-02 19:58:42+00:00,730.0,16.66,15.84,16.51,-1.3800011,-7.649673,155.0,1433,0.17688811401367188,True,REGULAR,USD,2026-07-10
97,SPY260710C00731000,2026-07-02 19:16:47+00:00,731.0,13.43,14.97,15.61,-3.5699997,-20.999998,30.0,806,0.17310397216796874,True,REGULAR,USD,2026-07-10
98,SPY260710C00732000,2026-07-02 20:03:49+00:00,732.0,14.39,14.12,14.71,-2.8599997,-16.579708,53.0,550,0.1690756921386719,True,REGULAR,USD,2026-07-10
99,SPY260710C00733000,2026-07-02 19:53:53+00:00,733.0,13.32,13.28,13.87,-2.8700008,-17.726997,65.0,678,0.16681741394042973,True,REGULAR,USD,2026-07-10
100,SPY260710C00734000,2026-07-02 19:45:34+00:00,734.0,11.99,12.46,13.0,-1.7800007,-12.926656,60.0,1213,0.16309430664062502,True,REGULAR,USD,2026-07-10
101,SPY260710C00735000,2026-07-02 20:03:49+00:00,735.0,11.86,11.65,12.16,-1.3900003,-10.490569,383.0,1571,0.1599815447998047,True,REGULAR,USD,2026-07-10
102,SPY260710C00736000,2026-07-02 20:00:34+00:00,736.0,11.13,10.92,11.34,-3.9899998,-26.388887,106.0,1114,0.15699085205078128,True,REGULAR,USD,2026-07-10
103,SPY260710C00737000,2026-07-02 19:54:34+00:00,737.0,10.3,10.07,10.55,-2.8599997,-21.732521,214.0,1278,0.15448843566894532,True,REGULAR,USD,2026-07-10
104,SPY260710C00737500,2026-07-02 19:59:50+00:00,737.5,10.5,9.7,10.14,-3.0,-22.222223,674.0,1019,0.15259636474609378,True,REGULAR,USD,2026-07-10
105,SPY260710C00738000,2026-07-02 20:00:40+00:00,738.0,9.52,9.36,9.74,-2.7699995,-22.538645,487.0,721,0.15088739746093754,True,REGULAR,USD,2026-07-10
106,SPY260710C00739000,2026-07-02 20:14:32+00:00,739.0,8.77,8.67,8.98,-2.3799992,-21.345285,773.0,950,0.14820187744140628,True,REGULAR,USD,2026-07-10
107,SPY260710C00740000,2026-07-02 20:13:37+00:00,740.0,8.03,7.86,8.1,-1.4400005,-15.205918,26874.0,3055,0.14154911193847658,True,REGULAR,USD,2026-07-10
108,SPY260710C00741000,2026-07-02 20:14:30+00:00,741.0,7.31,7.21,7.47,-1.1799998,-13.898702,1087.0,1194,0.14130497375488282,True,REGULAR,USD,2026-07-10
109,SPY260710C00742000,2026-07-02 20:08:25+00:00,742.0,6.5,6.5,6.77,-1.44,-18.13602,2939.0,1274,0.13843635009765626,True,REGULAR,USD,2026-07-10
110,SPY260710C00742500,2026-07-02 20:12:19+00:00,742.5,6.08,6.14,6.44,-2.3500004,-27.876633,1077.0,926,0.13724617645263676,True,REGULAR,USD,2026-07-10
111,SPY260710C00743000,2026-07-02 20:14:32+00:00,743.0,5.87,5.87,6.14,-1.44,-19.699043,2963.0,1336,0.13666634826660157,True,REGULAR,USD,2026-07-10
112,SPY260710C00744000,2026-07-02 20:14:41+00:00,744.0,5.25,5.33,5.37,-1.4099998,-21.17117,2822.0,1028,0.13050185913085935,True,REGULAR,USD,2026-07-10
113,SPY260710C00745000,2026-07-02 20:14:56+00:00,745.0,4.75,4.73,4.76,-1.3000002,-21.487606,14493.0,3737,0.1277858218383789,False,REGULAR,USD,2026-07-10
114,SPY260710C00746000,2026-07-02 20:14:40+00:00,746.0,4.2,4.17,4.2,-1.29,-23.497269,5956.0,1536,0.12549702636718751,False,REGULAR,USD,2026-07-10
115,SPY260710C00747000,2026-07-02 20:14:13+00:00,747.0,3.65,3.64,3.67,-1.25,-25.510204,5164.0,3518,0.12311667907714845,False,REGULAR,USD,2026-07-10
116,SPY260710C00747500,2026-07-02 20:12:33+00:00,747.5,3.38,3.39,3.43,-1.2599998,-27.155167,2879.0,731,0.12220116088867189,False,REGULAR,USD,2026-07-10
117,SPY260710C00748000,2026-07-02 20:14:11+00:00,748.0,3.16,3.15,3.18,-1.22,-27.853882,13461.0,7403,0.12079736633300782,False,REGULAR,USD,2026-07-10
118,SPY260710C00749000,2026-07-02 20:14:11+00:00,749.0,2.71,2.7,2.73,-1.1599998,-29.974157,4988.0,1577,0.11860012268066406,False,REGULAR,USD,2026-07-10
119,SPY260710C00750000,2026-07-02 20:14:51+00:00,750.0,2.31,2.3,2.32,-1.0700002,-31.656807,34702.0,7780,0.11646391357421876,False,REGULAR,USD,2026-07-10
120,SPY260710C00751000,2026-07-02 20:14:18+00:00,751.0,1.93,1.93,1.95,-1.0000001,-34.129696,3728.0,1304,0.11432770446777345,False,REGULAR,USD,2026-07-10
121,SPY260710C00752000,2026-07-02 20:14:11+00:00,752.0,1.61,1.61,1.62,-0.87,-35.080643,3618.0,1262,0.11231356445312499,False,REGULAR,USD,2026-07-10
122,SPY260710C00752500,2026-07-02 20:14:11+00:00,752.5,1.46,1.46,1.47,-0.80999994,-35.68282,1530.0,791,0.11133701171874999,False,REGULAR,USD,2026-07-10
123,SPY260710C00753000,2026-07-02 20:14:41+00:00,753.0,1.34,1.32,1.33,-0.84000003,-38.532112,2642.0,7116,0.11036045898437499,False,REGULAR,USD,2026-07-10
124,SPY260710C00754000,2026-07-02 20:14:15+00:00,754.0,1.08,1.07,1.09,-0.7199999,-39.999996,2245.0,1377,0.10901769897460936,False,REGULAR,USD,2026-07-10
125,SPY260710C00755000,2026-07-02 20:14:49+00:00,755.0,0.87,0.86,0.88,-0.70000005,-44.585987,15445.0,4782,0.10755286987304688,False,REGULAR,USD,2026-07-10
126,SPY260710C00756000,2026-07-02 20:14:54+00:00,756.0,0.71,0.69,0.7,-0.59999996,-45.801525,3601.0,2371,0.10602700622558593,False,REGULAR,USD,2026-07-10
127,SPY260710C00757000,2026-07-02 20:14:11+00:00,757.0,0.55,0.54,0.56,-0.53000003,-49.074074,1795.0,1153,0.10511148803710937,False,REGULAR,USD,2026-07-10
128,SPY260710C00757500,2026-07-02 20:14:14+00:00,757.5,0.48,0.48,0.5,-0.49000004,-50.51547,1842.0,990,0.10486734985351562,False,REGULAR,USD,2026-07-10
129,SPY260710C00758000,2026-07-02 20:14:11+00:00,758.0,0.43,0.43,0.44,-0.44,-50.574715,2858.0,1822,0.10413493530273435,False,REGULAR,USD,2026-07-10
130,SPY260710C00759000,2026-07-02 20:14:34+00:00,759.0,0.34,0.33,0.34,-0.38000003,-52.77778,1621.0,1525,0.10303631347656249,False,REGULAR,USD,2026-07-10
131,SPY260710C00760000,2026-07-02 20:14:45+00:00,760.0,0.27,0.26,0.27,-0.29,-51.785713,32500.0,24964,0.10291424438476562,False,REGULAR,USD,2026-07-10
132,SPY260710C00761000,2026-07-02 20:14:41+00:00,761.0,0.2,0.2,0.21,-0.23,-53.488373,2159.0,2679,0.10254803710937499,False,REGULAR,USD,2026-07-10
133,SPY260710C00762000,2026-07-02 20:14:41+00:00,762.0,0.15,0.15,0.16,-0.18,-54.545456,1249.0,1963,0.10205976074218749,False,REGULAR,USD,2026-07-10
134,SPY260710C00762500,2026-07-02 20:14:42+00:00,762.5,0.14,0.13,0.14,-0.16000001,-53.333336,4569.0,898,0.10181562255859375,False,REGULAR,USD,2026-07-10
135,SPY260710C00763000,2026-07-02 20:14:41+00:00,763.0,0.11,0.11,0.12,-0.14,-56.0,1455.0,1215,0.10132734619140624,False,REGULAR,USD,2026-07-10
136,SPY260710C00764000,2026-07-02 20:14:41+00:00,764.0,0.09,0.09,0.1,-0.11,-55.0,2140.0,955,0.10254803710937499,False,REGULAR,USD,2026-07-10
137,SPY260710C00765000,2026-07-02 20:14:59+00:00,765.0,0.07,0.07,0.08,-0.089999996,-56.25,2034.0,4489,0.10328045166015623,False,REGULAR,USD,2026-07-10
138,SPY260710C00766000,2026-07-02 20:14:59+00:00,766.0,0.06,0.06,0.07,-0.06,-50.0,1700.0,1855,0.1054776953125,False,REGULAR,USD,2026-07-10
139,SPY260710C00767000,2026-07-02 20:13:44+00:00,767.0,0.05,0.05,0.06,-0.040000003,-44.444447,937.0,1264,0.1069425244140625,False,REGULAR,USD,2026-07-10
140,SPY260710C00768000,2026-07-02 20:14:59+00:00,768.0,0.04,0.04,0.05,-0.04,-50.0,694.0,1109,0.108407353515625,False,REGULAR,USD,2026-07-10
141,SPY260710C00769000,2026-07-02 20:14:59+00:00,769.0,0.03,0.03,0.04,-0.020000001,-40.000004,266.0,599,0.10938390625,False,REGULAR,USD,2026-07-10
142,SPY260710C00770000,2026-07-02 20:11:31+00:00,770.0,0.02,0.03,0.04,-0.02,-50.0,1831.0,4570,0.1128018408203125,False,REGULAR,USD,2026-07-10
143,SPY260710C00771000,2026-07-02 20:14:46+00:00,771.0,0.03,0.02,0.03,-0.03,-50.0,738.0,633,0.11231356445312499,False,REGULAR,USD,2026-07-10
144,SPY260710C00772000,2026-07-02 19:51:31+00:00,772.0,0.02,0.02,0.03,-0.01,-33.333336,263.0,272,0.116219775390625,False,REGULAR,USD,2026-07-10
145,SPY260710C00773000,2026-07-02 19:52:53+00:00,773.0,0.02,0.02,0.03,-0.02,-50.0,1348.0,625,0.12012598632812499,False,REGULAR,USD,2026-07-10
146,SPY260710C00774000,2026-07-02 19:52:26+00:00,774.0,0.02,0.02,0.03,0.0,0.0,11.0,864,0.124032197265625,False,REGULAR,USD,2026-07-10
147,SPY260710C00775000,2026-07-02 19:50:04+00:00,775.0,0.02,0.02,0.03,0.01,100.0,1339.0,3250,0.12696185546875,False,REGULAR,USD,2026-07-10
148,SPY260710C00776000,2026-07-02 19:51:31+00:00,776.0,0.02,0.01,0.02,0.0,0.0,9.0,456,0.12500875,False,REGULAR,USD,2026-07-10
149,SPY260710C00777000,2026-07-02 19:48:23+00:00,777.0,0.02,0.01,0.02,0.0,0.0,72.0,4955,0.1289149609375,False,REGULAR,USD,2026-07-10
150,SPY260710C00778000,2026-07-02 18:44:25+00:00,778.0,0.02,0.01,0.02,-0.02,-50.0,194.0,903,0.131844619140625,False,REGULAR,USD,2026-07-10
151,SPY260710C00779000,2026-07-02 18:04:08+00:00,779.0,0.02,0.01,0.02,0.0,0.0,55.0,903,0.13477427734375003,False,REGULAR,USD,2026-07-10
152,SPY260710C00780000,2026-07-02 19:25:19+00:00,780.0,0.02,0.01,0.02,-0.01,-33.333336,190.0,4690,0.13868048828125001,False,REGULAR,USD,2026-07-10
153,SPY260710C00781000,2026-07-02 19:29:58+00:00,781.0,0.02,0.01,0.02,0.01,100.0,1163.0,768,0.14258669921875,False,REGULAR,USD,2026-07-10
154,SPY260710C00782000,2026-07-02 19:19:28+00:00,782.0,0.02,0.01,0.02,0.0,0.0,100.0,341,0.145516357421875,False,REGULAR,USD,2026-07-10
155,SPY260710C00783000,2026-07-02 20:05:17+00:00,783.0,0.01,0.01,0.02,-0.02,-66.66667,913.0,428,0.148446015625,False,REGULAR,USD,2026-07-10
