,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
58,SPY260710P00668000,2026-07-02 17:30:42+00:00,668.0,0.08,0.04,0.05,-0.020000003,-20.000004,486.0,597,0.3320379296875,False,REGULAR,USD,2026-07-10
59,SPY260710P00669000,2026-07-02 17:31:09+00:00,669.0,0.08,0.05,0.06,-0.010000005,-11.111116,94.0,142,0.33399103515625,False,REGULAR,USD,2026-07-10
60,SPY260710P00670000,2026-07-02 19:32:35+00:00,670.0,0.08,0.05,0.06,-0.020000003,-20.000004,198.0,4114,0.33008482421874996,False,REGULAR,USD,2026-07-10
61,SPY260710P00671000,2026-07-02 15:22:02+00:00,671.0,0.1,0.05,0.06,0.009999998,11.111108,7.0,219,0.32617861328125,False,REGULAR,USD,2026-07-10
62,SPY260710P00672000,2026-07-02 17:59:56+00:00,672.0,0.09,0.05,0.06,-0.08,-47.058823,59.0,134,0.32227240234374993,False,REGULAR,USD,2026-07-10
63,SPY260710P00673000,2026-07-02 17:03:18+00:00,673.0,0.09,0.05,0.06,0.0,0.0,87.0,669,0.317389638671875,False,REGULAR,USD,2026-07-10
64,SPY260710P00674000,2026-07-02 17:41:38+00:00,674.0,0.09,0.05,0.06,-0.049999997,-35.714283,138.0,250,0.313483427734375,False,REGULAR,USD,2026-07-10
65,SPY260710P00675000,2026-07-02 19:54:26+00:00,675.0,0.06,0.05,0.06,-0.040000003,-40.000004,144.0,7244,0.309577216796875,False,REGULAR,USD,2026-07-10
66,SPY260710P00676000,2026-07-02 19:54:25+00:00,676.0,0.06,0.05,0.06,-0.040000003,-40.000004,132.0,300,0.304694453125,False,REGULAR,USD,2026-07-10
67,SPY260710P00677000,2026-07-02 19:57:18+00:00,677.0,0.06,0.05,0.06,-0.06999999,-53.84615,28.0,371,0.3007882421875,False,REGULAR,USD,2026-07-10
68,SPY260710P00678000,2026-07-02 17:49:48+00:00,678.0,0.12,0.06,0.07,0.019999996,19.999996,12.0,362,0.30274134765625,False,REGULAR,USD,2026-07-10
69,SPY260710P00679000,2026-07-02 19:10:09+00:00,679.0,0.1,0.06,0.07,-0.46,-82.14286,5.0,425,0.2978585839843749,False,REGULAR,USD,2026-07-10
70,SPY260710P00680000,2026-07-02 19:57:40+00:00,680.0,0.06,0.06,0.07,-0.06,-50.0,209.0,8606,0.29395237304687494,False,REGULAR,USD,2026-07-10
71,SPY260710P00681000,2026-07-02 16:25:21+00:00,681.0,0.1,0.06,0.07,-0.009999998,-9.090907,1.0,778,0.29004616210937495,False,REGULAR,USD,2026-07-10
72,SPY260710P00682000,2026-07-02 18:15:51+00:00,682.0,0.11,0.06,0.07,-0.019999996,-15.384613,14.0,572,0.28516339843749994,False,REGULAR,USD,2026-07-10
73,SPY260710P00683000,2026-07-02 18:06:33+00:00,683.0,0.12,0.07,0.08,0.009999998,9.090907,203.0,185,0.28613995117187496,False,REGULAR,USD,2026-07-10
74,SPY260710P00684000,2026-07-02 14:53:21+00:00,684.0,0.11,0.07,0.08,-0.030000001,-21.428572,4.0,423,0.282233740234375,False,REGULAR,USD,2026-07-10
75,SPY260710P00685000,2026-07-02 20:00:32+00:00,685.0,0.07,0.07,0.08,-0.059999995,-46.153843,1779.0,1658,0.27735097656249996,False,REGULAR,USD,2026-07-10
76,SPY260710P00686000,2026-07-02 20:01:07+00:00,686.0,0.07,0.07,0.08,-0.080000006,-53.333336,173.0,238,0.273444765625,False,REGULAR,USD,2026-07-10
77,SPY260710P00687000,2026-07-02 20:06:24+00:00,687.0,0.09,0.07,0.08,-0.03999999,-30.769226,334.0,404,0.2690502783203125,False,REGULAR,USD,2026-07-10
78,SPY260710P00688000,2026-07-02 18:23:41+00:00,688.0,0.13,0.08,0.09,-0.02000001,-13.33334,249.0,152,0.26856200195312496,False,REGULAR,USD,2026-07-10
79,SPY260710P00689000,2026-07-02 19:49:03+00:00,689.0,0.1,0.08,0.09,-0.050000004,-33.333336,124.0,672,0.264655791015625,False,REGULAR,USD,2026-07-10
80,SPY260710P00690000,2026-07-02 20:14:12+00:00,690.0,0.09,0.08,0.09,-0.060000002,-40.0,611.0,6444,0.2602613037109375,False,REGULAR,USD,2026-07-10
81,SPY260710P00691000,2026-07-02 19:10:09+00:00,691.0,0.15,0.09,0.1,0.010000005,7.1428614,26.0,583,0.25928475097656256,False,REGULAR,USD,2026-07-10
82,SPY260710P00692000,2026-07-02 17:45:27+00:00,692.0,0.17,0.09,0.1,0.019999996,13.333329,49.0,345,0.25489026367187506,False,REGULAR,USD,2026-07-10
83,SPY260710P00693000,2026-07-02 19:22:45+00:00,693.0,0.18,0.09,0.1,0.030000001,20.0,281.0,698,0.25098405273437496,False,REGULAR,USD,2026-07-10
84,SPY260710P00694000,2026-07-02 19:39:31+00:00,694.0,0.14,0.1,0.11,-0.030000001,-17.647058,116.0,215,0.24951922363281248,False,REGULAR,USD,2026-07-10
85,SPY260710P00695000,2026-07-02 20:14:40+00:00,695.0,0.1,0.1,0.11,-0.080000006,-44.444447,268.0,4158,0.245124736328125,False,REGULAR,USD,2026-07-10
86,SPY260710P00696000,2026-07-02 19:02:19+00:00,696.0,0.16,0.1,0.11,-0.010000005,-5.882356,298.0,863,0.24073024902343748,False,REGULAR,USD,2026-07-10
87,SPY260710P00697000,2026-07-02 19:10:09+00:00,697.0,0.19,0.11,0.12,-0.019999996,-9.523808,159.0,133,0.23926541992187497,False,REGULAR,USD,2026-07-10
88,SPY260710P00698000,2026-07-02 19:53:53+00:00,698.0,0.13,0.11,0.12,-0.060000002,-31.578949,20.0,655,0.2348709326171875,False,REGULAR,USD,2026-07-10
89,SPY260710P00699000,2026-07-02 19:39:31+00:00,699.0,0.18,0.12,0.13,-0.00999999,-5.263153,58.0,614,0.2329178271484375,False,REGULAR,USD,2026-07-10
90,SPY260710P00700000,2026-07-02 20:12:42+00:00,700.0,0.13,0.13,0.14,-0.10000001,-43.478264,1672.0,17721,0.2309647216796875,False,REGULAR,USD,2026-07-10
91,SPY260710P00701000,2026-07-02 20:08:53+00:00,701.0,0.14,0.13,0.14,-0.099999994,-41.666664,56.0,699,0.2260819580078125,False,REGULAR,USD,2026-07-10
92,SPY260710P00702000,2026-07-02 20:12:40+00:00,702.0,0.16,0.14,0.15,-0.110000014,-40.74074,408.0,652,0.22412885253906245,False,REGULAR,USD,2026-07-10
93,SPY260710P00703000,2026-07-02 19:49:28+00:00,703.0,0.19,0.15,0.16,-0.030000001,-13.636364,56.0,733,0.22168747070312497,False,REGULAR,USD,2026-07-10
94,SPY260710P00704000,2026-07-02 20:12:10+00:00,704.0,0.17,0.16,0.17,-0.060000002,-26.086956,388.0,1107,0.21900195068359374,False,REGULAR,USD,2026-07-10
95,SPY260710P00705000,2026-07-02 20:05:00+00:00,705.0,0.18,0.17,0.18,-0.120000005,-40.0,2367.0,4659,0.21631643066406248,False,REGULAR,USD,2026-07-10
96,SPY260710P00706000,2026-07-02 20:02:51+00:00,706.0,0.19,0.18,0.19,-0.120000005,-38.70968,521.0,646,0.2133867724609375,False,REGULAR,USD,2026-07-10
97,SPY260710P00707000,2026-07-02 20:13:38+00:00,707.0,0.19,0.19,0.2,-0.13,-40.625,1040.0,437,0.2104571142578125,False,REGULAR,USD,2026-07-10
98,SPY260710P00708000,2026-07-02 19:51:43+00:00,708.0,0.24,0.2,0.21,-0.10000001,-29.411766,760.0,1057,0.20728331787109372,False,REGULAR,USD,2026-07-10
99,SPY260710P00709000,2026-07-02 19:59:20+00:00,709.0,0.19,0.21,0.22,-0.16,-45.714287,226.0,1102,0.20410952148437497,False,REGULAR,USD,2026-07-10
100,SPY260710P00710000,2026-07-02 20:14:37+00:00,710.0,0.24,0.23,0.24,-0.14,-36.842106,12997.0,4879,0.20215641601562498,False,REGULAR,USD,2026-07-10
101,SPY260710P00711000,2026-07-02 19:49:08+00:00,711.0,0.31,0.24,0.26,-0.060000002,-16.216217,223.0,987,0.19995917236328126,False,REGULAR,USD,2026-07-10
102,SPY260710P00712000,2026-07-02 19:54:48+00:00,712.0,0.29,0.26,0.28,-0.110000014,-27.500004,342.0,639,0.1977619287109375,False,REGULAR,USD,2026-07-10
103,SPY260710P00713000,2026-07-02 20:06:29+00:00,713.0,0.31,0.28,0.3,-0.120000005,-27.906979,441.0,688,0.19507640869140624,False,REGULAR,USD,2026-07-10
104,SPY260710P00714000,2026-07-02 20:05:28+00:00,714.0,0.36,0.31,0.32,-0.059999973,-14.285707,557.0,854,0.192390888671875,False,REGULAR,USD,2026-07-10
105,SPY260710P00715000,2026-07-02 20:10:59+00:00,715.0,0.35,0.33,0.34,-0.17999998,-33.96226,2493.0,4256,0.18946123046875002,False,REGULAR,USD,2026-07-10
106,SPY260710P00716000,2026-07-02 20:13:44+00:00,716.0,0.37,0.36,0.37,-0.13,-26.0,1022.0,844,0.18726398681640627,False,REGULAR,USD,2026-07-10
107,SPY260710P00717000,2026-07-02 20:13:44+00:00,717.0,0.4,0.39,0.4,-0.21000001,-34.42623,727.0,963,0.18506674316406246,False,REGULAR,USD,2026-07-10
108,SPY260710P00718000,2026-07-02 20:14:11+00:00,718.0,0.42,0.42,0.44,-0.20000002,-32.258068,1263.0,1107,0.18323570678710935,False,REGULAR,USD,2026-07-10
109,SPY260710P00719000,2026-07-02 20:14:31+00:00,719.0,0.47,0.46,0.47,-0.21000001,-30.882353,2242.0,1842,0.18042811767578126,False,REGULAR,USD,2026-07-10
110,SPY260710P00720000,2026-07-02 20:14:40+00:00,720.0,0.51,0.5,0.51,-0.22000003,-30.13699,9158.0,8929,0.17798673583984376,False,REGULAR,USD,2026-07-10
111,SPY260710P00721000,2026-07-02 20:13:44+00:00,721.0,0.56,0.54,0.56,-0.21999997,-28.205126,867.0,2057,0.17627776855468752,False,REGULAR,USD,2026-07-10
112,SPY260710P00722000,2026-07-02 20:14:53+00:00,722.0,0.6,0.59,0.61,-0.26,-30.232557,933.0,1495,0.17408052490234377,False,REGULAR,USD,2026-07-10
113,SPY260710P00723000,2026-07-02 20:13:44+00:00,723.0,0.66,0.64,0.66,-0.25,-27.472527,1417.0,1252,0.17151707397460939,False,REGULAR,USD,2026-07-10
114,SPY260710P00724000,2026-07-02 20:13:44+00:00,724.0,0.72,0.7,0.72,-0.26,-26.530611,19013.0,4220,0.16931983032226564,False,REGULAR,USD,2026-07-10
115,SPY260710P00725000,2026-07-02 20:14:59+00:00,725.0,0.77,0.77,0.78,-0.28999996,-27.358488,4645.0,5863,0.1667563793945313,False,REGULAR,USD,2026-07-10
116,SPY260710P00726000,2026-07-02 20:13:44+00:00,726.0,0.86,0.84,0.85,-0.26,-23.214285,1142.0,2318,0.16443706665039062,False,REGULAR,USD,2026-07-10
117,SPY260710P00727000,2026-07-02 20:13:47+00:00,727.0,0.94,0.91,0.93,-0.25000006,-21.008408,2380.0,2189,0.16236189208984375,False,REGULAR,USD,2026-07-10
118,SPY260710P00728000,2026-07-02 20:13:44+00:00,728.0,1.03,1.0,1.02,-0.26,-20.155039,1418.0,2044,0.16028671752929688,False,REGULAR,USD,2026-07-10
119,SPY260710P00729000,2026-07-02 20:14:25+00:00,729.0,1.1,1.09,1.11,-0.17999995,-14.062495,1537.0,3511,0.15784533569335937,False,REGULAR,USD,2026-07-10
120,SPY260710P00730000,2026-07-02 20:14:19+00:00,730.0,1.21,1.2,1.22,-0.3399999,-21.93548,6386.0,6202,0.15589223022460938,False,REGULAR,USD,2026-07-10
121,SPY260710P00731000,2026-07-02 20:13:44+00:00,731.0,1.34,1.31,1.33,-0.30999994,-18.787876,1493.0,2155,0.1534508483886719,False,REGULAR,USD,2026-07-10
122,SPY260710P00732000,2026-07-02 20:14:53+00:00,732.0,1.44,1.43,1.45,-0.3699999,-20.441984,2249.0,1630,0.150948432006836,False,REGULAR,USD,2026-07-10
123,SPY260710P00733000,2026-07-02 20:14:45+00:00,733.0,1.54,1.57,1.59,-0.23000002,-12.994352,1975.0,1465,0.14881222290039062,False,REGULAR,USD,2026-07-10
124,SPY260710P00734000,2026-07-02 20:13:44+00:00,734.0,1.76,1.72,1.74,-0.42000008,-19.266058,2872.0,1467,0.14649291015625,False,REGULAR,USD,2026-07-10
125,SPY260710P00735000,2026-07-02 20:14:50+00:00,735.0,1.88,1.88,1.91,-0.35000002,-15.695068,9863.0,9286,0.1443567010498047,False,REGULAR,USD,2026-07-10
126,SPY260710P00736000,2026-07-02 20:14:18+00:00,736.0,2.08,2.06,2.09,-0.3000002,-12.605049,3275.0,1402,0.14203738830566404,False,REGULAR,USD,2026-07-10
127,SPY260710P00737000,2026-07-02 20:14:20+00:00,737.0,2.28,2.26,2.29,-0.36000013,-13.636369,1853.0,2916,0.1397791101074219,False,REGULAR,USD,2026-07-10
128,SPY260710P00737500,2026-07-02 20:13:44+00:00,737.5,2.42,2.37,2.39,-0.3399999,-12.318838,1258.0,1311,0.1383753155517578,False,REGULAR,USD,2026-07-10
129,SPY260710P00738000,2026-07-02 20:14:22+00:00,738.0,2.49,2.48,2.5,-0.3499999,-12.32394,1693.0,3383,0.13721565917968753,False,REGULAR,USD,2026-07-10
130,SPY260710P00739000,2026-07-02 20:14:31+00:00,739.0,2.71,2.71,2.75,-0.3399999,-11.147538,1657.0,2394,0.13520151916503909,False,REGULAR,USD,2026-07-10
131,SPY260710P00740000,2026-07-02 20:14:51+00:00,740.0,3.0,2.97,3.0,-0.27999997,-8.536585,41210.0,13286,0.13257703369140628,False,REGULAR,USD,2026-07-10
132,SPY260710P00741000,2026-07-02 20:13:44+00:00,741.0,3.33,3.26,3.3,-0.18000007,-5.128207,2470.0,2435,0.13062392822265623,False,REGULAR,USD,2026-07-10
133,SPY260710P00742000,2026-07-02 20:13:44+00:00,742.0,3.64,3.57,3.61,-0.22999978,-5.943147,4167.0,2574,0.12818254638671872,False,REGULAR,USD,2026-07-10
134,SPY260710P00742500,2026-07-02 20:13:44+00:00,742.5,3.81,3.74,3.78,-0.24000025,-5.925932,1917.0,652,0.1271449591064453,False,REGULAR,USD,2026-07-10
135,SPY260710P00743000,2026-07-02 20:14:44+00:00,743.0,3.9,3.92,3.96,-0.2999997,-7.142851,3265.0,1237,0.12610737182617188,False,REGULAR,USD,2026-07-10
136,SPY260710P00744000,2026-07-02 20:14:43+00:00,744.0,4.29,4.29,4.33,-0.19000006,-4.2410727,5289.0,1797,0.12372702453613281,False,REGULAR,USD,2026-07-10
137,SPY260710P00745000,2026-07-02 20:14:46+00:00,745.0,4.64,4.71,4.74,-0.19000006,-3.9337487,12783.0,4440,0.12152978088378906,True,REGULAR,USD,2026-07-10
138,SPY260710P00746000,2026-07-02 20:14:32+00:00,746.0,5.16,5.14,5.19,-0.11000013,-2.087289,2822.0,2367,0.11945460632324219,True,REGULAR,USD,2026-07-10
139,SPY260710P00747000,2026-07-02 20:07:06+00:00,747.0,5.85,5.46,5.8,0.15999985,2.811948,2740.0,1884,0.12073633178710938,True,REGULAR,USD,2026-07-10
140,SPY260710P00747500,2026-07-02 20:07:25+00:00,747.5,6.1,5.72,6.06,0.07999992,1.3289024,577.0,737,0.1198208135986328,True,REGULAR,USD,2026-07-10
141,SPY260710P00748000,2026-07-02 20:12:10+00:00,748.0,6.32,5.96,6.33,0.0800004,1.2820578,6312.0,846,0.11890529541015624,True,REGULAR,USD,2026-07-10
142,SPY260710P00749000,2026-07-02 20:13:45+00:00,749.0,6.8,6.55,6.92,0.22000027,3.3434694,3004.0,1336,0.11780667358398436,True,REGULAR,USD,2026-07-10
143,SPY260710P00750000,2026-07-02 20:12:19+00:00,750.0,7.45,7.14,7.54,0.15999985,2.1947854,6509.0,1980,0.11646391357421876,True,REGULAR,USD,2026-07-10
144,SPY260710P00751000,2026-07-02 20:00:36+00:00,751.0,8.15,7.74,8.22,0.0899992,1.1166153,7925.0,246,0.1159146026611328,True,REGULAR,USD,2026-07-10
145,SPY260710P00752000,2026-07-02 20:00:49+00:00,752.0,8.83,8.42,8.95,1.8299999,26.142857,241.0,766,0.1159146026611328,True,REGULAR,USD,2026-07-10
146,SPY260710P00752500,2026-07-02 19:53:48+00:00,752.5,9.41,8.76,9.32,0.35999966,3.9778967,184.0,457,0.1157314990234375,True,REGULAR,USD,2026-07-10
147,SPY260710P00753000,2026-07-02 20:01:28+00:00,753.0,9.33,9.16,9.71,1.2299995,15.185179,53.0,798,0.11597563720703125,True,REGULAR,USD,2026-07-10
148,SPY260710P00754000,2026-07-02 20:12:19+00:00,754.0,10.3,9.9,10.49,1.2300005,13.561196,57.0,1003,0.11579253356933594,True,REGULAR,USD,2026-07-10
149,SPY260710P00755000,2026-07-02 19:55:04+00:00,755.0,11.0,10.71,11.37,0.75,7.317073,204.0,980,0.11853908813476563,True,REGULAR,USD,2026-07-10
150,SPY260710P00756000,2026-07-02 19:33:28+00:00,756.0,13.52,10.57,13.08,2.1800003,19.223988,80.0,309,0.1519860192871094,True,REGULAR,USD,2026-07-10
151,SPY260710P00757000,2026-07-02 19:33:28+00:00,757.0,14.41,12.42,13.16,4.0999994,39.76721,46.0,176,0.1235439208984375,True,REGULAR,USD,2026-07-10
152,SPY260710P00757500,2026-07-02 14:23:03+00:00,757.5,8.46,12.87,13.63,-4.49,-34.671814,4.0,203,0.12549702636718751,True,REGULAR,USD,2026-07-10
153,SPY260710P00758000,2026-07-02 19:22:01+00:00,758.0,16.32,13.32,14.09,5.24,47.292416,160.0,215,0.12696185546875,True,REGULAR,USD,2026-07-10
