,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
33,SPY260605C00646000,2026-05-07 15:17:48+00:00,646.0,92.61,99.65,102.46,0.0,0.0,,1,0.5334519311523438,True,REGULAR,USD
34,SPY260605C00647000,2026-05-15 16:39:17+00:00,647.0,96.1,98.66,101.45,0.0,0.0,1.0,17,0.5285691674804689,True,REGULAR,USD
35,SPY260605C00648000,2026-04-29 18:35:05+00:00,648.0,66.74,97.66,100.47,0.0,0.0,,1,0.5250291638183593,True,REGULAR,USD
36,SPY260605C00649000,2026-05-15 18:24:29+00:00,649.0,95.4,96.67,99.46,0.0,0.0,1.0,9,0.5201464001464844,True,REGULAR,USD
37,SPY260605C00650000,2026-05-21 18:22:21+00:00,650.0,94.54,95.67,98.48,0.0,0.0,10.0,75,0.5166674310302735,True,REGULAR,USD
38,SPY260605C00651000,2026-05-20 14:07:51+00:00,651.0,85.98,94.68,97.47,0.0,0.0,1.0,5,0.5117846673583983,True,REGULAR,USD
39,SPY260605C00652000,2026-05-19 14:57:52+00:00,652.0,82.79,93.68,96.49,0.0,0.0,1.0,5,0.5083056982421875,True,REGULAR,USD
40,SPY260605C00653000,2026-05-12 15:46:40+00:00,653.0,83.27,92.69,95.49,0.0,0.0,8.0,11,0.5038501763916017,True,REGULAR,USD
41,SPY260605C00654000,2026-05-15 16:27:12+00:00,654.0,89.06,91.69,94.48,0.0,0.0,1.0,4,0.49896741271972656,True,REGULAR,USD
42,SPY260605C00655000,2026-05-22 17:03:10+00:00,655.0,93.8,90.7,93.52,8.93,10.5219755,3.0,51,0.4963429272460938,True,REGULAR,USD
43,SPY260605C00656000,2026-05-15 19:26:09+00:00,656.0,86.35,89.7,92.5,0.0,0.0,3.0,3,0.4909718872070313,True,REGULAR,USD
44,SPY260605C00657000,2026-05-21 13:49:57+00:00,657.0,82.16,88.71,91.52,0.0,0.0,2.0,4,0.48743188354492195,True,REGULAR,USD
45,SPY260605C00658000,2026-05-13 14:11:38+00:00,658.0,81.77,87.71,90.51,0.0,0.0,497.0,0,0.48254911987304694,True,REGULAR,USD
46,SPY260605C00659000,2026-05-15 16:06:22+00:00,659.0,84.92,86.72,89.51,0.0,0.0,1.0,1,0.4781546325683594,True,REGULAR,USD
47,SPY260605C00660000,2026-05-22 19:12:43+00:00,660.0,87.69,85.73,88.52,7.5,9.352787,2.0,20,0.47412635253906255,True,REGULAR,USD
48,SPY260605C00661000,2026-05-22 14:15:04+00:00,661.0,86.03,84.73,87.5,7.790001,9.956546,1.0,10,0.4688773815917969,True,REGULAR,USD
49,SPY260605C00662000,2026-05-21 19:28:18+00:00,662.0,82.13,83.74,86.53,0.0,0.0,24.0,32,0.46570358520507815,True,REGULAR,USD
50,SPY260605C00663000,2026-05-22 16:16:28+00:00,663.0,85.4,82.75,85.54,3.7300034,4.5671644,2.0,12,0.4616753051757813,True,REGULAR,USD
51,SPY260605C00664000,2026-05-22 18:17:03+00:00,664.0,84.35,81.75,84.52,5.0899963,6.4218974,1.0,7,0.45642633422851564,True,REGULAR,USD
52,SPY260605C00665000,2026-05-22 16:05:08+00:00,665.0,83.43,80.76,83.55,4.340004,5.4874244,1.0,49,0.4531915032958984,True,REGULAR,USD
53,SPY260605C00666000,2026-05-22 14:42:46+00:00,666.0,81.54,79.77,82.56,4.989998,6.518612,1.0,13,0.4491632232666015,True,REGULAR,USD
54,SPY260605C00667000,2026-05-22 19:58:38+00:00,667.0,80.24,78.77,81.57,3.2599945,4.234859,4.0,15,0.4451349432373046,True,REGULAR,USD
55,SPY260605C00668000,2026-05-22 14:43:09+00:00,668.0,79.66,77.78,80.58,9.820007,14.06072,3.0,16,0.4410456286621094,True,REGULAR,USD
56,SPY260605C00669000,2026-05-15 19:14:40+00:00,669.0,74.56,76.78,79.58,0.0,0.0,1.0,2,0.43659010681152344,True,REGULAR,USD
57,SPY260605C00670000,2026-05-19 16:47:22+00:00,670.0,68.81,75.8,78.59,0.0,0.0,49.0,59,0.43256182678222654,True,REGULAR,USD
58,SPY260605C00671000,2026-05-22 14:25:16+00:00,671.0,79.16,74.81,77.6,7.6900024,10.759763,3.0,4,0.42847251220703125,True,REGULAR,USD
59,SPY260605C00672000,2026-05-21 18:08:40+00:00,672.0,72.93,73.81,76.61,0.0,0.0,1.0,43,0.42438319763183596,True,REGULAR,USD
60,SPY260605C00673000,2026-05-22 18:56:06+00:00,673.0,76.53,72.82,75.62,10.639999,16.148125,4.0,10,0.4202938830566406,True,REGULAR,USD
61,SPY260605C00674000,2026-05-22 14:23:59+00:00,674.0,72.58,71.83,74.62,-1.4000015,-1.8924054,3.0,6,0.4157773266601562,True,REGULAR,USD
62,SPY260605C00675000,2026-05-22 14:26:22+00:00,675.0,73.18,70.84,73.63,7.790001,11.913137,1.0,99,0.411688012084961,True,REGULAR,USD
63,SPY260605C00676000,2026-05-21 19:31:37+00:00,676.0,68.19,69.85,72.64,0.0,0.0,1.0,5,0.40759869750976563,True,REGULAR,USD
64,SPY260605C00677000,2026-05-22 20:05:56+00:00,677.0,69.99,68.86,71.65,1.949997,2.8659568,3.0,8,0.40344834838867194,True,REGULAR,USD
65,SPY260605C00678000,2026-05-22 19:30:39+00:00,678.0,69.01,67.87,70.66,7.6500015,12.467408,1.0,7,0.3993590338134766,True,REGULAR,USD
66,SPY260605C00679000,2026-05-21 13:51:19+00:00,679.0,60.75,66.88,69.67,0.0,0.0,3.0,13,0.3952086846923829,True,REGULAR,USD
67,SPY260605C00680000,2026-05-22 19:54:31+00:00,680.0,66.73,65.89,68.7,2.3600006,3.6663048,17.0,80,0.3917907501220703,True,REGULAR,USD
68,SPY260605C00681000,2026-05-22 19:52:12+00:00,681.0,65.78,64.9,67.71,4.6299973,7.571541,9.0,57,0.3876404010009765,True,REGULAR,USD
69,SPY260605C00682000,2026-05-22 18:55:06+00:00,682.0,66.6,63.91,66.68,5.9399986,9.792282,2.0,17,0.38196418823242184,True,REGULAR,USD
70,SPY260605C00683000,2026-05-22 19:42:25+00:00,683.0,63.92,62.92,65.72,1.4799995,2.3702748,29.0,9,0.3789124609375,True,REGULAR,USD
71,SPY260605C00684000,2026-05-15 19:29:00+00:00,684.0,59.0,61.94,64.73,0.0,0.0,2.0,7,0.37470107727050783,True,REGULAR,USD
72,SPY260605C00685000,2026-05-22 16:04:20+00:00,685.0,63.85,60.95,63.76,5.2699966,8.996239,5.0,28,0.3712221081542969,True,REGULAR,USD
73,SPY260605C00686000,2026-05-22 17:32:33+00:00,686.0,63.93,59.96,62.76,12.790001,25.009779,5.0,6,0.36664451721191404,True,REGULAR,USD
74,SPY260605C00687000,2026-05-21 17:45:02+00:00,687.0,58.22,58.97,61.77,0.0,0.0,2.0,7,0.36237209899902345,True,REGULAR,USD
75,SPY260605C00688000,2026-05-19 16:17:43+00:00,688.0,47.87,57.99,60.8,0.0,0.0,2.0,27,0.35883209533691407,True,REGULAR,USD
76,SPY260605C00689000,2026-05-21 15:48:54+00:00,689.0,52.54,57.0,59.8,0.0,0.0,1.0,20,0.35425450439453116,True,REGULAR,USD
77,SPY260605C00690000,2026-05-22 18:04:18+00:00,690.0,58.9,56.02,58.81,6.040001,11.426411,6.0,91,0.34998208618164056,True,REGULAR,USD
78,SPY260605C00691000,2026-05-19 20:09:08+00:00,691.0,45.42,55.03,57.83,0.0,0.0,26.0,69,0.3460148406982422,True,REGULAR,USD
79,SPY260605C00692000,2026-05-20 13:52:30+00:00,692.0,56.15,54.29,56.19,9.59,20.59708,1.0,112,0.31915964050292955,True,REGULAR,USD
80,SPY260605C00693000,2026-05-22 14:51:03+00:00,693.0,54.51,53.07,55.87,6.2599983,12.97409,10.0,21,0.3380803497314453,True,REGULAR,USD
81,SPY260605C00694000,2026-05-18 19:50:02+00:00,694.0,47.28,52.08,54.88,0.0,0.0,1.0,18,0.33374689697265625,True,REGULAR,USD
82,SPY260605C00695000,2026-05-22 19:11:47+00:00,695.0,53.04,51.34,53.25,3.540001,7.1515174,5.0,172,0.3078682495117187,True,REGULAR,USD
83,SPY260605C00696000,2026-05-22 17:49:51+00:00,696.0,54.51,50.12,52.92,9.149998,20.171951,1.0,51,0.32569033691406246,True,REGULAR,USD
84,SPY260605C00697000,2026-05-22 19:31:08+00:00,697.0,50.19,49.15,51.95,5.8999977,13.321286,5.0,21,0.3219061950683593,True,REGULAR,USD
85,SPY260605C00698000,2026-05-21 14:48:40+00:00,698.0,42.59,48.17,50.98,0.0,0.0,10.0,22,0.3181220532226562,True,REGULAR,USD
86,SPY260605C00699000,2026-05-22 17:55:49+00:00,699.0,50.22,47.19,49.99,3.710003,7.976786,6.0,39,0.31372756591796874,True,REGULAR,USD
87,SPY260605C00700000,2026-05-22 20:05:01+00:00,700.0,47.35,47.53,47.74,2.709999,6.0707865,392.0,8759,0.26746338012695314,True,REGULAR,USD
88,SPY260605C00701000,2026-05-22 15:49:14+00:00,701.0,46.77,45.24,48.04,6.330002,15.652823,3.0,53,0.30573204040527346,True,REGULAR,USD
89,SPY260605C00702000,2026-05-22 18:00:21+00:00,702.0,47.1,44.27,47.07,4.209999,9.815806,5.0,26,0.3018258294677735,True,REGULAR,USD
90,SPY260605C00703000,2026-05-22 19:55:57+00:00,703.0,44.45,43.3,46.1,1.0499992,2.419353,2.0,42,0.2979196185302734,True,REGULAR,USD
91,SPY260605C00704000,2026-05-21 15:20:42+00:00,704.0,37.64,42.33,45.13,0.0,0.0,6.0,99,0.2940134075927734,True,REGULAR,USD
92,SPY260605C00705000,2026-05-22 19:49:32+00:00,705.0,42.52,41.82,43.52,6.420002,17.78394,213.0,448,0.2710033837890625,True,REGULAR,USD
93,SPY260605C00706000,2026-05-21 16:12:37+00:00,706.0,36.4,40.4,43.2,0.0,0.0,1.0,49,0.2862925375366211,True,REGULAR,USD
94,SPY260605C00707000,2026-05-22 17:00:37+00:00,707.0,41.85,39.65,41.6,5.3799973,14.7518425,1.0,144,0.2640454455566406,True,REGULAR,USD
95,SPY260605C00708000,2026-05-22 17:22:34+00:00,708.0,42.15,38.67,40.64,6.9900017,19.88055,7.0,188,0.26044440734863283,True,REGULAR,USD
96,SPY260605C00709000,2026-05-22 16:45:40+00:00,709.0,40.39,37.74,39.69,7.380001,22.356867,4.0,199,0.25714854187011715,True,REGULAR,USD
97,SPY260605C00710000,2026-05-22 19:29:02+00:00,710.0,37.86,36.71,38.54,2.4300003,6.8585954,36.0,501,0.24799335998535155,True,REGULAR,USD
98,SPY260605C00711000,2026-05-19 19:32:00+00:00,711.0,28.54,36.73,37.28,0.0,0.0,14.0,226,0.2356033471679687,True,REGULAR,USD
99,SPY260605C00712000,2026-05-22 19:30:05+00:00,712.0,35.74,35.79,36.33,2.1400032,6.369057,4.0,359,0.23236851623535154,True,REGULAR,USD
100,SPY260605C00713000,2026-05-22 15:06:20+00:00,713.0,36.13,34.83,35.38,3.7200012,11.477942,1.0,591,0.22907265075683597,True,REGULAR,USD
101,SPY260605C00714000,2026-05-22 15:46:02+00:00,714.0,35.71,33.89,34.44,5.289999,17.389872,2.0,261,0.22602092346191405,True,REGULAR,USD
102,SPY260605C00715000,2026-05-22 19:39:22+00:00,715.0,33.08,32.94,33.5,1.8800011,6.0256443,13.0,844,0.22290816162109373,True,REGULAR,USD
103,SPY260605C00716000,2026-05-22 18:59:46+00:00,716.0,33.36,32.03,32.56,5.370001,19.185427,235.0,277,0.21973436523437498,True,REGULAR,USD
104,SPY260605C00717000,2026-05-22 18:59:46+00:00,717.0,32.43,31.07,31.62,6.870001,26.877937,102.0,502,0.21643849975585935,True,REGULAR,USD
105,SPY260605C00718000,2026-05-22 13:59:55+00:00,718.0,31.84,30.14,30.71,7.1499996,28.95909,2.0,444,0.213875048828125,True,REGULAR,USD
106,SPY260605C00719000,2026-05-22 19:18:31+00:00,719.0,29.74,29.22,29.78,6.119999,25.91024,32.0,269,0.21070125244140625,True,REGULAR,USD
107,SPY260605C00720000,2026-05-22 20:05:08+00:00,720.0,28.36,28.35,28.86,1.960001,7.4242463,139.0,1917,0.20771055969238278,True,REGULAR,USD
108,SPY260605C00721000,2026-05-22 14:16:19+00:00,721.0,27.74,27.42,27.94,2.5300007,10.035704,6.0,323,0.20459779785156246,True,REGULAR,USD
109,SPY260605C00722000,2026-05-22 17:55:11+00:00,722.0,27.98,26.51,27.03,3.3899994,13.786089,27.0,558,0.2016681396484375,True,REGULAR,USD
110,SPY260605C00723000,2026-05-22 19:14:19+00:00,723.0,26.32,25.6,26.13,5.8600006,28.641256,4.0,432,0.19886055053710935,True,REGULAR,USD
111,SPY260605C00724000,2026-05-22 17:14:03+00:00,724.0,24.71,24.71,25.24,3.5299988,16.66666,17.0,632,0.19617503051757812,True,REGULAR,USD
112,SPY260605C00725000,2026-05-22 19:59:37+00:00,725.0,24.06,23.88,24.29,2.1899986,10.013711,108.0,856,0.1919941641235352,True,REGULAR,USD
113,SPY260605C00726000,2026-05-22 15:46:02+00:00,726.0,24.6,22.94,23.46,3.540001,16.809122,231.0,808,0.19043778320312502,True,REGULAR,USD
114,SPY260605C00727000,2026-05-22 19:52:35+00:00,727.0,21.89,22.07,22.59,1.8899994,9.449997,8.0,395,0.1878438150024414,True,REGULAR,USD
115,SPY260605C00728000,2026-05-22 17:57:38+00:00,728.0,22.8,21.2,21.72,3.459999,17.890377,34.0,848,0.1850972604370117,True,REGULAR,USD
116,SPY260605C00729000,2026-05-22 17:46:03+00:00,729.0,22.44,20.34,20.86,3.9300003,21.231768,15.0,570,0.18244225769042968,True,REGULAR,USD
117,SPY260605C00730000,2026-05-22 19:48:24+00:00,730.0,19.33,19.5,20.01,1.5699997,8.840089,191.0,934,0.17981777221679687,True,REGULAR,USD
118,SPY260605C00731000,2026-05-22 19:47:02+00:00,731.0,18.38,18.74,19.13,1.539999,9.144887,49.0,517,0.1764303549194336,True,REGULAR,USD
119,SPY260605C00732000,2026-05-22 19:48:24+00:00,732.0,17.7,17.91,18.29,2.630001,17.451899,68.0,455,0.17371431762695314,True,REGULAR,USD
120,SPY260605C00733000,2026-05-22 18:31:53+00:00,733.0,17.58,17.1,17.46,2.21,14.378659,27.0,2300,0.1710287976074219,True,REGULAR,USD
121,SPY260605C00734000,2026-05-22 20:14:14+00:00,734.0,16.48,16.3,16.64,3.1799994,23.90977,59.0,901,0.16834327758789067,True,REGULAR,USD
122,SPY260605C00735000,2026-05-22 20:07:07+00:00,735.0,15.45,15.5,15.86,1.2200003,8.573439,640.0,2509,0.1662681030273438,True,REGULAR,USD
123,SPY260605C00736000,2026-05-22 19:54:08+00:00,736.0,14.51,14.72,15.06,2.4400005,20.215414,55.0,1745,0.16358258300781253,True,REGULAR,USD
124,SPY260605C00737000,2026-05-22 19:45:52+00:00,737.0,13.96,13.95,14.3,1.3800001,10.969794,23.0,1873,0.16144637390136718,True,REGULAR,USD
125,SPY260605C00738000,2026-05-22 19:55:55+00:00,738.0,13.31,13.24,13.55,1.3100004,10.916671,114.0,1693,0.15924913024902343,True,REGULAR,USD
126,SPY260605C00739000,2026-05-22 19:54:34+00:00,739.0,12.36,12.51,12.81,1.21,10.852018,53.0,927,0.15699085205078128,True,REGULAR,USD
127,SPY260605C00740000,2026-05-22 20:12:29+00:00,740.0,11.88,11.83,12.03,1.2300005,11.549301,670.0,21020,0.1538170556640625,True,REGULAR,USD
128,SPY260605C00741000,2026-05-22 19:51:40+00:00,741.0,10.99,11.1,11.38,1.1399994,11.573597,69.0,1374,0.15265739929199224,True,REGULAR,USD
129,SPY260605C00742000,2026-05-22 20:03:45+00:00,742.0,10.45,10.4,10.69,1.0500002,11.170216,139.0,1718,0.1505211901855469,True,REGULAR,USD
130,SPY260605C00743000,2026-05-22 19:51:06+00:00,743.0,9.76,9.73,10.03,0.9200001,10.407241,254.0,1143,0.1486596365356445,True,REGULAR,USD
131,SPY260605C00744000,2026-05-22 20:02:21+00:00,744.0,9.0,9.12,9.38,0.8299999,10.159118,202.0,1236,0.14664549652099607,True,REGULAR,USD
132,SPY260605C00745000,2026-05-22 20:14:46+00:00,745.0,8.63,8.58,8.68,1.1300001,15.0666685,2238.0,3549,0.14347170013427735,True,REGULAR,USD
133,SPY260605C00746000,2026-05-22 20:11:00+00:00,746.0,8.0,8.02,8.06,1.0100002,14.449217,921.0,1510,0.14136600830078128,False,REGULAR,USD
134,SPY260605C00747000,2026-05-22 20:13:07+00:00,747.0,7.45,7.44,7.48,0.98,15.146832,2200.0,1545,0.13959600646972659,False,REGULAR,USD
135,SPY260605C00748000,2026-05-22 20:07:49+00:00,748.0,6.79,6.89,6.93,1.0099998,17.474043,1291.0,550,0.13803962554931642,False,REGULAR,USD
136,SPY260605C00749000,2026-05-22 20:14:14+00:00,749.0,6.36,6.36,6.4,0.7600002,13.571432,1209.0,965,0.1364222100830078,False,REGULAR,USD
137,SPY260605C00750000,2026-05-22 20:08:28+00:00,750.0,5.77,5.85,5.89,0.6700001,13.137257,4259.0,7840,0.13483531188964848,False,REGULAR,USD
138,SPY260605C00751000,2026-05-22 20:14:11+00:00,751.0,5.38,5.37,5.41,0.6800003,14.468092,394.0,343,0.13337048278808594,False,REGULAR,USD
139,SPY260605C00752000,2026-05-22 19:57:49+00:00,752.0,5.0,4.91,4.95,0.7199998,16.822424,733.0,356,0.13187513641357423,False,REGULAR,USD
140,SPY260605C00753000,2026-05-22 20:08:26+00:00,753.0,4.43,4.48,4.51,0.6999998,18.76675,1209.0,2103,0.13034927276611324,False,REGULAR,USD
141,SPY260605C00754000,2026-05-22 20:11:45+00:00,754.0,4.05,4.07,4.11,0.6900003,20.535725,422.0,255,0.12915909912109375,False,REGULAR,USD
142,SPY260605C00755000,2026-05-22 20:14:43+00:00,755.0,3.7,3.69,3.73,0.47000003,14.551084,1908.0,5665,0.1279078909301758,False,REGULAR,USD
143,SPY260605C00756000,2026-05-22 20:14:56+00:00,756.0,3.37,3.34,3.37,0.7099998,26.69172,850.0,396,0.12662616546630856,False,REGULAR,USD
144,SPY260605C00757000,2026-05-22 20:08:40+00:00,757.0,2.97,3.01,3.04,0.36000013,13.793109,302.0,570,0.12549702636718751,False,REGULAR,USD
145,SPY260605C00758000,2026-05-22 19:59:31+00:00,758.0,2.84,2.7,2.73,0.5,21.367521,1913.0,702,0.12436788726806641,False,REGULAR,USD
146,SPY260605C00759000,2026-05-22 20:01:24+00:00,759.0,2.37,2.42,2.45,0.37999988,19.095472,337.0,122,0.12342185180664064,False,REGULAR,USD
147,SPY260605C00760000,2026-05-22 20:12:07+00:00,760.0,2.16,2.15,2.18,0.32000005,17.391306,1877.0,3832,0.12226219543457033,False,REGULAR,USD
148,SPY260605C00761000,2026-05-22 20:01:24+00:00,761.0,1.89,1.91,1.94,0.37,24.342106,500.0,369,0.12131615997314452,False,REGULAR,USD
149,SPY260605C00762000,2026-05-22 19:50:02+00:00,762.0,1.64,1.7,1.72,0.24000001,17.142859,313.0,716,0.12043115905761718,False,REGULAR,USD
150,SPY260605C00763000,2026-05-22 19:24:02+00:00,763.0,1.56,1.5,1.53,0.3499999,28.92561,101.0,465,0.1198208135986328,False,REGULAR,USD
151,SPY260605C00764000,2026-05-22 19:50:59+00:00,764.0,1.37,1.32,1.35,0.33000004,31.730774,528.0,483,0.11908839904785155,False,REGULAR,USD
152,SPY260605C00765000,2026-05-22 20:05:01+00:00,765.0,1.18,1.16,1.18,0.17999995,17.999994,710.0,3648,0.11811184631347656,False,REGULAR,USD
153,SPY260605C00766000,2026-05-22 20:14:42+00:00,766.0,1.02,1.01,1.04,0.14999998,17.241377,323.0,550,0.11762356994628906,False,REGULAR,USD
154,SPY260605C00767000,2026-05-22 20:08:08+00:00,767.0,0.91,0.88,0.91,0.33000004,56.89656,1019.0,1527,0.11701322448730468,False,REGULAR,USD
155,SPY260605C00768000,2026-05-22 19:31:08+00:00,768.0,0.77,0.77,0.79,0.19999999,35.087715,429.0,357,0.11634184448242188,False,REGULAR,USD
156,SPY260605C00769000,2026-05-22 20:14:21+00:00,769.0,0.69,0.67,0.69,0.14999998,27.777773,1191.0,327,0.1159146026611328,False,REGULAR,USD
157,SPY260605C00770000,2026-05-22 20:14:36+00:00,770.0,0.6,0.58,0.6,0.13000003,27.65958,1684.0,5252,0.11548736083984376,False,REGULAR,USD
158,SPY260605C00771000,2026-05-22 19:56:44+00:00,771.0,0.52,0.5,0.52,0.099999994,23.809523,148.0,565,0.11512115356445313,False,REGULAR,USD
159,SPY260605C00772000,2026-05-22 19:42:03+00:00,772.0,0.44,0.44,0.45,0.07999998,22.222216,74.0,663,0.1147549462890625,False,REGULAR,USD
160,SPY260605C00773000,2026-05-22 19:50:58+00:00,773.0,0.4,0.38,0.4,0.099999994,33.333332,115.0,351,0.11512115356445313,False,REGULAR,USD
161,SPY260605C00774000,2026-05-22 19:59:31+00:00,774.0,0.36,0.33,0.34,0.0,0.0,1376.0,434,0.11451080810546876,False,REGULAR,USD
162,SPY260605C00775000,2026-05-22 20:04:51+00:00,775.0,0.29,0.29,0.3,0.059999987,26.08695,4315.0,1678,0.11487701538085937,False,REGULAR,USD
163,SPY260605C00776000,2026-05-22 19:42:04+00:00,776.0,0.25,0.25,0.26,0.08,47.058823,8.0,117,0.1147549462890625,False,REGULAR,USD
164,SPY260605C00777000,2026-05-22 20:14:28+00:00,777.0,0.23,0.22,0.23,0.060000002,35.294117,164.0,1036,0.11524322265625,False,REGULAR,USD
165,SPY260605C00778000,2026-05-22 19:19:53+00:00,778.0,0.21,0.19,0.2,-0.049999997,-19.230768,3.0,37,0.11524322265625,False,REGULAR,USD
166,SPY260605C00779000,2026-05-22 18:49:26+00:00,779.0,0.18,0.17,0.18,0.050000012,38.461548,37.0,898,0.116219775390625,False,REGULAR,USD
167,SPY260605C00780000,2026-05-22 20:08:27+00:00,780.0,0.15,0.15,0.16,0.040000007,36.363644,4124.0,5675,0.1167080517578125,False,REGULAR,USD
168,SPY260605C00781000,2026-05-22 19:43:58+00:00,781.0,0.14,0.13,0.14,0.030000001,27.272728,7.0,58,0.11695218994140624,False,REGULAR,USD
169,SPY260605C00782000,2026-05-22 16:57:16+00:00,782.0,0.14,0.12,0.13,0.060000002,75.00001,6.0,371,0.11841701904296875,False,REGULAR,USD
170,SPY260605C00783000,2026-05-22 15:09:55+00:00,783.0,0.13,0.11,0.12,0.06999999,116.666664,2.0,65,0.11963770996093749,False,REGULAR,USD
